Üle vaadatud (Johannes),import,review,base_url pubkeskus,standard_id pubkeskus,id-url,id-length,name,title,Title changed,description (valueset),CS.codingPrinciples,VS.changeManagement,oid,void,publisher,email,www,endorser,versioningAlgorithm,version_number,semver_version_number,released,last_csv_id,link,createCS,supplement,createVS,VSbasedOn,columns,map,VSproperties,TermXCS,TermXVS,Errors/Problems,content_2rows
TRUE,5,OK,MTK_Loputuseks kasutatud vedelik,17854,mtk-loputuseks-kasutatud-vedelik,32,MTKLoputuseksKasutatudVedelik,Loputuseks kasutatud vedelik,,Loetelu maoloputusel kasutatavatest vedelikest.,"Sotsiaalministri 18. septembri 2008. a määrus nr 56 (RTL 2008, 80, 1115) ""Tervishoiuteenuse osutamise dokumenteerimise ning nende dokumentide säilitamise tingimused ja kord""",Uuendamine toimub vastavalt taotluste esitamisele ja mobiilse töökoha kiirabikaardi loendite töörühma otsusele või vastavalt seadusandlikule muudatusele.,1.3.6.1.4.1.28284.6.2.1.203,1.3.6.1.4.1.28284.6.2.1.203.1,TEHIK,andmekorraldus@tehik.ee,https://tehik.ee/,Eesti Kiirabi Liit,integer,1,1.0.0,2012-01-01,17856,https://raw.githubusercontent.com/TEHIK-EE/terminology-migration/main/pubkeskus/pub-data/files/17856.csv,1,-,1,-,Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus,"Kood=concept-code,
Nimetus=display|et,",,https://termx.kodality.dev/resources/code-systems/mtk-loputuseks-kasutatud-vedelik/versions/1/concepts,https://termx.kodality.dev/resources/value-sets/mtk-loputuseks-kasutatud-vedelik/versions/1/summary,,"Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus\r
A;vesi;vesi;vesi;;0;1.01.2012;;;EKL,TA;1;\r
B;füsioloogiline lahus;füsioloogiline lahus;füsioloogiline lahus;;0;1.01.2012;;;EKL,TA;1;"
TRUE,5,OK,MTK_Luunõela paigaldamise koht,27901,mtk-luunoela-paigaldamise-koht,30,MTKLuunoelaPaigaldamiseKoht,Luunõela paigaldamise koht,,Loetelu lokatsioonidest patsiendi kehal kuhu on võimalik paigaldada luunõel.,"Sotsiaalministri 18. septembri 2008. a määrus nr 56 (RTL 2008, 80, 1115) ""Tervishoiuteenuse osutamise dokumenteerimise ning nende dokumentide säilitamise tingimused ja kord""",Uuendamine toimub vastavalt taotluste esitamisele ja mobiilse töökoha kiirabikaardi loendite töörühma otsusele või vastavalt seadusandlikule muudatusele.,1.3.6.1.4.1.28284.6.2.1.247,1.3.6.1.4.1.28284.6.2.1.247.1,TEHIK,andmekorraldus@tehik.ee,https://tehik.ee/,Eesti Kiirabi Liit,integer,1,1.0.0,2012-01-01,27903,https://raw.githubusercontent.com/TEHIK-EE/terminology-migration/main/pubkeskus/pub-data/files/27903.csv,1,-,1,-,Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus,"Kood=concept-code,
Vanem_kood=parent,
Nimetus=display|et,",,https://termx.kodality.dev/resources/code-systems/mtk-luunoela-paigaldamise-koht/versions/1/concepts,https://termx.kodality.dev/resources/value-sets/mtk-luunoela-paigaldamise-koht/versions/1/summary,,"Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus\r
A;sääreluu;sääreluu;sääreluu;;0;1.01.2012;;;EKL,TA;1;\r
A1;proksimaalne ots paremal;proksimaalne ots paremal;proksimaalne ots paremal;A;1;1.01.2012;;;EKL,TA;1;"
TRUE,5,OK,MTK_Maoloputuse meetod,17858,mtk-maoloputuse-meetod,22,Mtk_MaoloputuseMeetod,Maoloputuse meetod,,"Loetelu meetoditest, mida kasutatakse maoloputusel.","Sotsiaalministri 18. septembri 2008. a määrus nr 56 (RTL 2008, 80, 1115) ""Tervishoiuteenuse osutamise dokumenteerimise ning nende dokumentide säilitamise tingimused ja kord""",Uuendamine toimub vastavalt taotluste esitamisele ja mobiilse töökoha kiirabikaardi loendite töörühma otsusele või vastavalt seadusandlikule muudatusele.,1.3.6.1.4.1.28284.6.2.1.202,1.3.6.1.4.1.28284.6.2.1.202.1,TEHIK,andmekorraldus@tehik.ee,https://tehik.ee/,Eesti Kiirabi Liit,integer,1,1.0.0,2012-01-01,17860,https://raw.githubusercontent.com/TEHIK-EE/terminology-migration/main/pubkeskus/pub-data/files/17860.csv,1,-,1,-,Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus,"Kood=concept-code,
Nimetus=display|et,",,https://termx.kodality.dev/resources/code-systems/mtk-maoloputuse-meetod/versions/1/concepts,https://termx.kodality.dev/resources/value-sets/mtk-maoloputuse-meetod/versions/1/summary,,"Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus\r
A;joomine/oksendamine;joomine/oksendamine;joomine/oksendamine;;0;1.01.2012;;;EKL,TA;1;\r
B;maosondiga;maosondiga;maosondiga;;0;1.01.2012;;;EKL,TA;1;"
TRUE,5,OK,MTK_Maosondi paigaldamise meetod,17862,mtk-maosondi-paigaldamise-meetod,32,MTKMaosondiPaigaldamiseMeetod,Maosondi paigaldamise meetod,,Loetelu maosondi paigaldamise meetoditest.,,Uuendamine toimub vastavalt taotluste esitamisele ja mobiilse töökoha kiirabikaardi loendite töörühma otsusele või vastavalt seadusandlikule muudatusele.,1.3.6.1.4.1.28284.6.2.1.201,1.3.6.1.4.1.28284.6.2.1.201.1,TEHIK,andmekorraldus@tehik.ee,https://tehik.ee/,Eesti Kiirabi Liit,integer,1,1.0.0,2012-01-01,17864,https://raw.githubusercontent.com/TEHIK-EE/terminology-migration/main/pubkeskus/pub-data/files/17864.csv,1,-,1,-,Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus,"Kood=concept-code,
Pikk_nimetus=definition|et,
Lühinimetus=synonym",,https://termx.kodality.dev/resources/code-systems/mtk-maosondi-paigaldamise-meetod/versions/1/concepts,https://termx.kodality.dev/resources/value-sets/mtk-maosondi-paigaldamise-meetod/versions/1/summary,,"Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus\r
A;ninakaudne;;nasogastraalne;;0;1.01.2012;;;EKL,TA;1;\r
B;suukaudne;;orogastraalne;;0;1.01.2012;;;EKL,TA;1;"
TRUE,5,OK,MTK_Meningeaalärritusnähud,17866,mtk-meningeaalarritusnahud,26,MTKMeningeaalarritusnahud,Meningeaalärritusnähud,,Loetelu võimalikest meningeaalärritusnähu leidudest.,"Sotsiaalministri 18. septembri 2008. a määrus nr 56 (RTL 2008, 80, 1115) ""Tervishoiuteenuse osutamise dokumenteerimise ning nende dokumentide säilitamise tingimused ja kord""",Uuendamine toimub vastavalt taotluste esitamisele ja mobiilse töökoha kiirabikaardi loendite töörühma otsusele või vastavalt seadusandlikule muudatusele.,1.3.6.1.4.1.28284.6.2.1.175,1.3.6.1.4.1.28284.6.2.1.175.1,TEHIK,andmekorraldus@tehik.ee,https://tehik.ee/,Eesti Kiirabi Liit,integer,1,1.0.0,2012-01-01,17868,https://raw.githubusercontent.com/TEHIK-EE/terminology-migration/main/pubkeskus/pub-data/files/17868.csv,1,-,1,-,Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus,"Kood=concept-code,
Pikk_nimetus=definition|et,
Nimetus=display|et,
Lühinimetus=synonym",,https://termx.kodality.dev/resources/code-systems/mtk-meningeaalarritusnahud/versions/1/concepts,https://termx.kodality.dev/resources/value-sets/mtk-meningeaalarritusnahud/versions/1/summary,Concept.display on ainult olemas conceptidel D ja E,"Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus\r
A;puuduvad;;puuduvad;;0;01.01.2012;;;EKL,TA;1;\r
B;kuklakangestus;;esineb kuklakangestus;;0;01.01.2012;;;EKL,TA;1;"
TRUE,5,OK,MTK_Motoorne defitsiit,17870,mtk-motoorne-defitsiit,22,MTKMotoorneDefitsiit,Motoorne defitsiit,,Loetelu võimalikest motoorsele defitsiidile viitavatest objektiivsetest leidudest.,"Sotsiaalministri 18. septembri 2008. a määrus nr 56 (RTL 2008, 80, 1115) ""Tervishoiuteenuse osutamise dokumenteerimise ning nende dokumentide säilitamise tingimused ja kord""",Uuendamine toimub vastavalt taotluste esitamisele ja mobiilse töökoha kiirabikaardi loendite töörühma otsusele või vastavalt seadusandlikule muudatusele.,1.3.6.1.4.1.28284.6.2.1.172,1.3.6.1.4.1.28284.6.2.1.172.1,TEHIK,andmekorraldus@tehik.ee,https://tehik.ee/,Eesti Kiirabi Liit,integer,1,1.0.0,2012-01-01,17872,https://raw.githubusercontent.com/TEHIK-EE/terminology-migration/main/pubkeskus/pub-data/files/17872.csv,1,-,1,-,Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus,"Kood=concept-code,
Pikk_nimetus=definition|et,
Nimetus=display|et,",,https://termx.kodality.dev/resources/code-systems/mtk-motoorne-defitsiit/versions/1/concepts,https://termx.kodality.dev/resources/value-sets/mtk-motoorne-defitsiit/versions/1/summary,,"Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus\r
A;puudub;puudub;puudub;;0;1.01.2012;;;EKL,TA;1;\r
B;parees;parees;osaline (parees);;0;1.01.2012;;;EKL,TA;1;"
TRUE,5,OK,MTK_Motoorne vastus,17874,mtk-motoorne-vastus,19,MTKMotoorneVastus,Motoorne vastus,,Loetelu patsiendi neuroloogilisel hindamisel saadud motoorse vastuse kirjeldustest.,"Sotsiaalministri 18. septembri 2008. a määrus nr 56 (RTL 2008, 80, 1115) ""Tervishoiuteenuse osutamise dokumenteerimise ning nende dokumentide säilitamise tingimused ja kord""",Uuendamine toimub vastavalt taotluste esitamisele ja mobiilse töökoha kiirabikaardi loendite töörühma otsusele või vastavalt seadusandlikule muudatusele.,1.3.6.1.4.1.28284.6.2.1.170,1.3.6.1.4.1.28284.6.2.1.170.1,TEHIK,andmekorraldus@tehik.ee,https://tehik.ee/,Eesti Kiirabi Liit,integer,1,1.0.0,2012-01-01,17876,https://raw.githubusercontent.com/TEHIK-EE/terminology-migration/main/pubkeskus/pub-data/files/17876.csv,1,-,1,-,Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus,"Kood=concept-code,
Nimetus=display|et,
Lühinimetus=definition|et,",,https://termx.kodality.dev/resources/code-systems/mtk-motoorne-vastus/versions/1/concepts,https://termx.kodality.dev/resources/value-sets/mtk-motoorne-vastus/versions/1/summary,,"Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus\r
A;täidab käsklusi / liigutab spontaanselt (6p);täidab korraldusi;täidab korraldusi;;0;1.01.2012;;;EKL,TA;1;\r
B;lokaliseerib valu/puudutusele äratõmme (5p);lokaliseerib valu;lokaliseerib valu;;0;1.01.2012;;;EKL,TA;1;"
TRUE,5,OK,MTK_Mürgistuse laad,18082,mtk-myrgistuse-laad,19,MTKMyrgistuseLaad,Mürgistuse laad,,Loetelu põhjustest või asjaoludest mille tagajärjel mürgistus tekkis.,"Sotsiaalministri 18. septembri 2008. a määrus nr 56 (RTL 2008, 80, 1115) ""Tervishoiuteenuse osutamise dokumenteerimise ning nende dokumentide säilitamise tingimused ja kord""",Uuendamine toimub vastavalt taotluste esitamisele ja mobiilse töökoha kiirabikaardi loendite töörühma otsusele või vastavalt seadusandlikule muudatusele.,1.3.6.1.4.1.28284.6.2.1.234,1.3.6.1.4.1.28284.6.2.1.234.1,TEHIK,andmekorraldus@tehik.ee,https://tehik.ee/,Eesti Kiirabi Liit,integer,1,1.0.0,2012-01-01,18084,https://raw.githubusercontent.com/TEHIK-EE/terminology-migration/main/pubkeskus/pub-data/files/18084.csv,1,-,1,-,Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus,"Kood=concept-code,
Nimetus=display|et,",,https://termx.kodality.dev/resources/code-systems/mtk-myrgistuse-laad/versions/1/concepts,,D kategooria alla jääv peaks olema kaustas (hierarhia),"Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus\r
A;olme ;olme ;olme ;;0;1.01.2012;;;EKL,TA;1;\r
B;suitsiid;suitsiid;suitsiid;;0;1.01.2012;;;EKL,TA;1;"
TRUE,5,OK,MTK_Mürgistuse toimumise koht,33765,mtk-myrgistuse-toimumise-koht,29,MTKMyrgistuseToimumiseKoht,Mürgistuse toimumise koht,,Loetelu asukohtadest kus patsient viibis mürgistuse toimumise hetkel.,"Sotsiaalministri 18. septembri 2008. a määrus nr 56 (RTL 2008, 80, 1115) ""Tervishoiuteenuse osutamise dokumenteerimise ning nende dokumentide säilitamise tingimused ja kord""",Uuendamine toimub vastavalt taotluste esitamisele ja mobiilse töökoha kiirabikaardi loendite töörühma otsusele või vastavalt seadusandlikule muudatusele.,1.3.6.1.4.1.28284.6.2.1.255,1.3.6.1.4.1.28284.6.2.1.255.1,TEHIK,andmekorraldus@tehik.ee,https://tehik.ee/,Eesti Kiirabi Liit,integer,1,1.0.0,2012-01-01,33767,https://raw.githubusercontent.com/TEHIK-EE/terminology-migration/main/pubkeskus/pub-data/files/33767.csv,1,-,1,-,Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus,"Kood=concept-code,
Nimetus=display|et,",,https://termx.kodality.dev/resources/code-systems/mtk-myrgistuse-toimumise-koht/versions/1/concepts,https://termx.kodality.dev/resources/value-sets/mtk-myrgistuse-toimumise-koht/versions/1/summary,,"Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus\r
A;kodu;kodu;kodu;;0;1.01.2012;;;EKL,TA;1;\r
B;töökoht;töökoht;töökoht;;0;1.01.2012;;;EKL,TA;1;"
TRUE,5,OK,MTK_Mürgistust põhjustav aine,17882,mtk-myrgistust-pohjustav-aine,29,MTKMyrgistustPohjustavAine,Mürgistust põhjustav aine,,Loetelu võimalikest patsiendi mürgistuse põhjuseks olevatest ainetest.,"Sotsiaalministri 18. septembri 2008. a määrus nr 56 (RTL 2008, 80, 1115) ""Tervishoiuteenuse osutamise dokumenteerimise ning nende dokumentide säilitamise tingimused ja kord""",Uuendamine toimub vastavalt taotluste esitamisele ja mobiilse töökoha kiirabikaardi loendite töörühma otsusele või vastavalt seadusandlikule muudatusele.,1.3.6.1.4.1.28284.6.2.1.235,1.3.6.1.4.1.28284.6.2.1.235.1,TEHIK,andmekorraldus@tehik.ee,https://tehik.ee/,Eesti Kiirabi Liit,integer,1,1.0.0,2012-01-01,17884,https://raw.githubusercontent.com/TEHIK-EE/terminology-migration/main/pubkeskus/pub-data/files/17884.csv,1,-,1,-,Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus,"Kood=concept-code,
Vanem_kood=parent,
Nimetus=display|et,",,https://termx.kodality.dev/resources/code-systems/mtk-myrgistust-pohjustav-aine/versions/1/concepts,https://termx.kodality.dev/resources/value-sets/mtk-myrgistust-pohjustav-aine/versions/1/summary,,"Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus\r
A;teadmata;teadmata;teadmata;;0;1.01.2012;;;EKL,TA;1;\r
B;alkohol;alkohol;alkohol;;0;1.01.2012;;;EKL,TA;1;"
TRUE,5,OK,MTK_Muu kraniaalnärvi kahjustus,17878,mtk-muu-kraniaalnarvi-kahjustus,31,MTKMuuKraniaalnarviKahjustus,Muu kraniaalnärvi kahjustus,,Loetelu võimalikust kraniaalnärvi kahjustusele viitavast objektiivsest leiust.,"Sotsiaalministri 18. septembri 2008. a määrus nr 56 (RTL 2008, 80, 1115) ""Tervishoiuteenuse osutamise dokumenteerimise ning nende dokumentide säilitamise tingimused ja kord""",Uuendamine toimub vastavalt taotluste esitamisele ja mobiilse töökoha kiirabikaardi loendite töörühma otsusele või vastavalt seadusandlikule muudatusele.,1.3.6.1.4.1.28284.6.2.1.204,1.3.6.1.4.1.28284.6.2.1.204.1,TEHIK,andmekorraldus@tehik.ee,https://tehik.ee/,Eesti Kiirabi Liit,integer,1,1.0.0,2012-01-01,17880,https://raw.githubusercontent.com/TEHIK-EE/terminology-migration/main/pubkeskus/pub-data/files/17880.csv,1,-,1,-,Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus,"Kood=concept-code,
Nimetus=display|et,",,https://termx.kodality.dev/resources/code-systems/mtk-muu-kraniaalnarvi-kahjustus/versions/1/concepts,https://termx.kodality.dev/resources/value-sets/mtk-muu-kraniaalnarvi-kahjustus/versions/1/summary,,"Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus\r
A;näonärvi parees;näonärvi parees;näonärvi parees;;0;1.01.2012;;;EKL,TA;1;\r
B;ptoos;ptoos;ptoos;;0;1.01.2012;;;EKL,TA;1;"
FALSE,5,OK,MTK_Naha niiskus,1392,mtk-naha-niiskus,16,MTKNahaNiiskus,Naha niiskus,,Võimalikud patsiendi naha niiskuse näitajad.,"Sotsiaalministri 18. septembri 2008. a määrus nr 56 (RTL 2008, 80, 1115) ""Tervishoiuteenuse osutamise dokumenteerimise ning nende dokumentide säilitamise tingimused ja kord""",Uuendamine toimub vastavalt taotluste esitamisele ja mobiilse töökoha kiirabikaardi loendite töörühma otsusele või vastavalt seadusandlikule muudatusele.,1.3.6.1.4.1.28284.6.2.1.147,1.3.6.1.4.1.28284.6.2.1.147.1,TEHIK,andmekorraldus@tehik.ee,https://tehik.ee/,Eesti Kiirabi Liit,integer,1,1.0.0,2012-01-01,1395,https://raw.githubusercontent.com/TEHIK-EE/terminology-migration/main/pubkeskus/pub-data/files/1395.csv,1,-,1,-,Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus,"Kood=concept-code,
Pikk_nimetus=definition|et,
Nimetus=display|et,",,https://termx.kodality.dev/resources/code-systems/mtk-naha-niiskus/versions/1/concepts,https://termx.kodality.dev/resources/value-sets/mtk-naha-niiskus/versions/1/summary,,"Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus\r
A;normaalne;normaalne;normaalne;;0;1.01.2012;;;EKL,TA;1;\r
B;niiske;niiske;niiske;;0;1.01.2012;;;EKL,TA;1;"
FALSE,5,OK,MTK_Naha temperatuur,1396,mtk-naha-temperatuur,20,MTKNahaTemperatuur,Naha temperatuur,,Võimalikud patsiendi naha temperatuuri näitajad.,"Sotsiaalministri 18. septembri 2008. a määrus nr 56 (RTL 2008, 80, 1115) ""Tervishoiuteenuse osutamise dokumenteerimise ning nende dokumentide säilitamise tingimused ja kord""",Uuendamine toimub vastavalt taotluste esitamisele ja mobiilse töökoha kiirabikaardi loendite töörühma otsusele või vastavalt seadusandlikule muudatusele.,1.3.6.1.4.1.28284.6.2.1.148,1.3.6.1.4.1.28284.6.2.1.148.1,TEHIK,andmekorraldus@tehik.ee,https://tehik.ee/,Eesti Kiirabi Liit,integer,1,1.0.0,2012-01-01,1399,https://raw.githubusercontent.com/TEHIK-EE/terminology-migration/main/pubkeskus/pub-data/files/1399.csv,1,-,1,-,Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus,"Kood=concept-code,
Nimetus=display|et,",,https://termx.kodality.dev/resources/code-systems/mtk-naha-temperatuur/versions/1/concepts,https://termx.kodality.dev/resources/value-sets/mtk-naha-temperatuur/versions/1/summary,,"Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus\r
A;normaalne;normaalne;normaalne;;0;1.01.2012;;;EKL,TA;1;\r
B;kuum;kuum;kuum;;0;1.01.2012;;;EKL,TA;1;"
FALSE,5,OK,MTK_Naha värvus,1400,mtk-naha-varvus,15,MTKNahaVarvus,Naha värvus,,Võimalikud patsiendi naha värvust kirjeldavad näitajad.,"Sotsiaalministri 18. septembri 2008. a määrus nr 56 (RTL 2008, 80, 1115) ""Tervishoiuteenuse osutamise dokumenteerimise ning nende dokumentide säilitamise tingimused ja kord""",Uuendamine toimub vastavalt taotluste esitamisele ja mobiilse töökoha kiirabikaardi loendite töörühma otsusele või vastavalt seadusandlikule muudatusele.,1.3.6.1.4.1.28284.6.2.1.146,1.3.6.1.4.1.28284.6.2.1.146.1,TEHIK,andmekorraldus@tehik.ee,https://tehik.ee/,Eesti Kiirabi Liit,integer,1,1.0.0,2012-01-01,1403,https://raw.githubusercontent.com/TEHIK-EE/terminology-migration/main/pubkeskus/pub-data/files/1403.csv,1,-,1,-,Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus,"Kood=concept-code,
Pikk_nimetus=definition|et,
Nimetus=display|et,",,https://termx.kodality.dev/resources/code-systems/mtk-naha-varvus/versions/1/concepts,https://termx.kodality.dev/resources/value-sets/mtk-naha-varvus/versions/1/summary,,"Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus\r
A;normaalne;normaalne;normaalne;;0;1.01.2012;;;EKL,TA;1;\r
B;kahvatu;kahvatu;kahvatu;;0;1.01.2012;;;EKL,TA;1;"
FALSE,5,OK,MTK_Nakkusohu_saastumisohu olemus,17886,mtk-nakkusohu-saastumisohu-olemus,33,MTKNakkusohu_SaastumisohuOlemus,Nakkusohu/saastumisohu olemus,,Loetelu nakkus- või saastumisohtu põhjustavatest ainetüüpidest.,"Sotsiaalministri 18. septembri 2008. a määrus nr 56 (RTL 2008, 80, 1115) ""Tervishoiuteenuse osutamise dokumenteerimise ning nende dokumentide säilitamise tingimused ja kord""",Uuendamine toimub vastavalt taotluste esitamisele ja mobiilse töökoha kiirabikaardi loendite töörühma otsusele või vastavalt seadusandlikule muudatusele.,1.3.6.1.4.1.28284.6.2.1.137,1.3.6.1.4.1.28284.6.2.1.137.1,TEHIK,andmekorraldus@tehik.ee,https://tehik.ee/,Eesti Kiirabi Liit,integer,1,1.0.0,2012-01-01,17888,https://raw.githubusercontent.com/TEHIK-EE/terminology-migration/main/pubkeskus/pub-data/files/17888.csv,1,-,1,-,Kood	Lühinimetus	Nimetus	Pikk_nimetus	Vanem_kood	Hierarhia_aste	Kehtivuse_alguse_kpv	Kehtivuse_lõpu_kpv	Viimane_muudatus_kpv	Muutja	Staatus	Selgitus,"Kood=concept-code,
Nimetus=display|et,",,https://termx.kodality.dev/resources/code-systems/mtk-nakkusohu-saastumisohu-olemus/versions/1/concepts,https://termx.kodality.dev/resources/value-sets/mtk-nakkusohu-saastumisohu-olemus/versions/1/summary,,"Kood	Lühinimetus	Nimetus	Pikk_nimetus	Vanem_kood	Hierarhia_aste	Kehtivuse_alguse_kpv	Kehtivuse_lõpu_kpv	Viimane_muudatus_kpv	Muutja	Staatus	Selgitus\r
A	puudub	puudub	puudub		0	1.01.2012			EKL,TA	1	\r
B	bioloogiline	bioloogiline	bioloogiline		0	1.01.2012			EKL,TA	1	"
