Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus;;
A27.8;Leptospiroosi muud vormid;Leptospiroosi muud vormid;Leptospiroosi muud vormid;0;1;01.01.2011;;;Terviseamet;1;;;
A27.9;Täpsustamata leptospiroos;Täpsustamata leptospiroos;Täpsustamata leptospiroos;0;1;01.01.2011;;;Terviseamet;1;;;
A30;Leepra e pidalitõbi [Hanseni tõbi];Leepra e pidalitõbi [Hanseni tõbi];Leepra e pidalitõbi [Hanseni tõbi];;0;01.01.2011;;;Terviseamet;1;;;
A30.0;Atüüpiline leepra {(Indeterminate) leprosy};Atüüpiline leepra {(Indeterminate) leprosy};Atüüpiline leepra {(Indeterminate) leprosy};0;1;01.01.2011;;;Terviseamet;1;;;
A30.1;Tuberkuloidne leepra {TT leprosy};Tuberkuloidne leepra {TT leprosy};Tuberkuloidne leepra {TT leprosy};0;1;01.01.2011;;;Terviseamet;1;;;
A30.2;Tuberkuloidne piirleepra {BT leprosy};Tuberkuloidne piirleepra {BT leprosy};Tuberkuloidne piirleepra {BT leprosy};0;1;01.01.2011;;;Terviseamet;1;;;
A30.3;Piirleepra {BB leprosy};Piirleepra {BB leprosy};Piirleepra {BB leprosy};0;1;01.01.2011;;;Terviseamet;1;;;
A30.4;Lepromatoosne piirleepra;Lepromatoosne piirleepra;Lepromatoosne piirleepra;0;1;01.01.2011;;;Terviseamet;1;;;
A30.5;Lepromatoosne leepra;Lepromatoosne leepra;Lepromatoosne leepra;0;1;01.01.2011;;;Terviseamet;1;;;
A30.8;Muud leepravormid;Muud leepravormid;Muud leepravormid;0;1;01.01.2011;;;Terviseamet;1;;;
A30.9;Täpsustamata leepra;Täpsustamata leepra;Täpsustamata leepra;0;1;01.01.2011;;;Terviseamet;1;;;
A32;Listerioos;Listerioos;Listerioos;;0;01.01.2011;;;Terviseamet;1;;;
A32.0;Nahalisterioos;Nahalisterioos;Nahalisterioos;0;1;01.01.2011;;;Terviseamet;1;;;
A32.1;Listeeriameningiit ja –meningoentsefaliit;Listeeriameningiit ja –meningoentsefaliit;Listeeriameningiit ja –meningoentsefaliit;0;1;01.01.2011;;;Terviseamet;1;;;
A32.7;Listeeriaseptitseemia;Listeeriaseptitseemia;Listeeriaseptitseemia;0;1;01.01.2011;;;Terviseamet;1;;;
A32.8;Listerioosi muud vormid;Listerioosi muud vormid;Listerioosi muud vormid;0;1;01.01.2011;;;Terviseamet;1;;;
A32.9;Täpsustamata listerioos;Täpsustamata listerioos;Täpsustamata listerioos;0;1;01.01.2011;;;Terviseamet;1;;;
A33;Vastsündinu teetanus e kangestuskramptõbi;Vastsündinu teetanus e kangestuskramptõbi;Vastsündinu teetanus e kangestuskramptõbi;;0;01.01.2011;;;Terviseamet;1;;;
A34;Sünnitusabiteetanus;Sünnitusabiteetanus;Sünnitusabiteetanus;;0;01.01.2011;;;Terviseamet;1;;;
A35;Muud teetanused;Muud teetanused;Muud teetanused;;0;01.01.2011;;;Terviseamet;1;;;
A36;Difteeria e kurgutõbi;Difteeria e kurgutõbi;Difteeria e kurgutõbi;;0;01.01.2011;;;Terviseamet;1;;;
A36.0;Neeludifteeria;Neeludifteeria;Neeludifteeria;0;1;01.01.2011;;;Terviseamet;1;;;
A36.1;Ninaneeludifteeria;Ninaneeludifteeria;Ninaneeludifteeria;0;1;01.01.2011;;;Terviseamet;1;;;
A36.2;Kõridifteeria e larüngeaaldifteeria;Kõridifteeria e larüngeaaldifteeria;Kõridifteeria e larüngeaaldifteeria;0;1;01.01.2011;;;Terviseamet;1;;;
A36.3;Nahadifteeria;Nahadifteeria;Nahadifteeria;0;1;01.01.2011;;;Terviseamet;1;;;
A36.8;Muu difteeria;Muu difteeria;Muu difteeria;0;1;01.01.2011;;;Terviseamet;1;;;
A36.9;Täpsustamata difteeria;Täpsustamata difteeria;Täpsustamata difteeria;0;1;01.01.2011;;;Terviseamet;1;;;
A37.0;Bordetella pertussis'e läkaköha;Bordetella pertussis'e läkaköha;Bordetella pertussis'e läkaköha;0;1;01.01.2011;;;Terviseamet;1;;;
A38;Sarlakid;Sarlakid;Sarlakid;;0;01.01.2011;;;Terviseamet;1;;;
A39;Meningokokkinfektsioon ehk nakkus;Meningokokkinfektsioon ehk nakkus;Meningokokkinfektsioon ehk nakkus;;0;01.01.2011;;;Terviseamet;1;;;
A39.0;Meningokokkmeningiit;Meningokokkmeningiit;Meningokokkmeningiit;0;1;01.01.2011;;;Terviseamet;1;;;
A39.1;Waterhouse'i-Friderichseni sündroom;Waterhouse'i-Friderichseni sündroom;Waterhouse'i-Friderichseni sündroom;0;1;01.01.2011;;;Terviseamet;1;;;
A39.2;Äge meningokoktseemia;Äge meningokoktseemia;Äge meningokoktseemia;0;1;01.01.2011;;;Terviseamet;1;;;
A39.3;Krooniline meningokoktseemia;Krooniline meningokoktseemia;Krooniline meningokoktseemia;0;1;01.01.2011;;;Terviseamet;1;;;
A39.4;Täpsustamata meningokoktseemia;Täpsustamata meningokoktseemia;Täpsustamata meningokoktseemia;0;1;01.01.2011;;;Terviseamet;1;;;
A39.5;Meningokokksüdamehaigus;Meningokokksüdamehaigus;Meningokokksüdamehaigus;0;1;01.01.2011;;;Terviseamet;1;;;
A39.8;Muud meningokokknakkused;Muud meningokokknakkused;Muud meningokokknakkused;0;1;01.01.2011;;;Terviseamet;1;;;
A39.9;Täpsustamata meningokokknakkus;Täpsustamata meningokokknakkus;Täpsustamata meningokokknakkus;0;1;01.01.2011;;;Terviseamet;1;;;
A40.3;"Streptococcus pneumoniae tekkene septitseemia; Pneumokokkseptitseemia";"Streptococcus pneumoniae tekkene septitseemia; Pneumokokkseptitseemia";"Streptococcus pneumoniae tekkene septitseemia; Pneumokokkseptitseemia";0;1;01.01.2011;;;Terviseamet;1;;;
A41.3;Haemophilus influenzae septitseemia;Haemophilus influenzae septitseemia;Haemophilus influenzae septitseemia;0;1;01.01.2011;;;Terviseamet;1;;;
A48.1;Leegionärihaigus;Leegionärihaigus;Leegionärihaigus;0;1;01.01.2011;;;Terviseamet;1;;;
A49.2;Täpsustamata Haemophilus influenzae nakkus;Täpsustamata Haemophilus influenzae nakkus;Täpsustamata Haemophilus influenzae nakkus;0;1;01.01.2011;;;Terviseamet;1;;;
A50;Kaasasündinud süüfilis;Kaasasündinud süüfilis;Kaasasündinud süüfilis;;0;01.01.2011;;;Terviseamet;1;;;
A50.0;Varane sümptomitega kaasasündinud süüfilis;Varane sümptomitega kaasasündinud süüfilis;Varane sümptomitega kaasasündinud süüfilis;0;1;01.01.2011;;;Terviseamet;1;;;
A50.1;Varane kaasasündinud latentne e peitsüüfilis;Varane kaasasündinud latentne e peitsüüfilis;Varane kaasasündinud latentne e peitsüüfilis;0;1;01.01.2011;;;Terviseamet;1;;;
A50.2;Varane kaasasündinud täpsustamata süüfilis;Varane kaasasündinud täpsustamata süüfilis;Varane kaasasündinud täpsustamata süüfilis;0;1;01.01.2011;;;Terviseamet;1;;;
A50.3;Kaasasündinud hiline süfiliitiline okulopaatia;Kaasasündinud hiline süfiliitiline okulopaatia;Kaasasündinud hiline süfiliitiline okulopaatia;0;1;01.01.2011;;;Terviseamet;1;;;
A50.4;Kaasasündinud hiline neurosüüfilis [juveniilne neurosüüfilis];Kaasasündinud hiline neurosüüfilis [juveniilne neurosüüfilis];Kaasasündinud hiline neurosüüfilis [juveniilne neurosüüfilis];0;1;01.01.2011;;;Terviseamet;1;;;
A50.5;Muu kaasasündinud hiline sümptomitega süüfilis;Muu kaasasündinud hiline sümptomitega süüfilis;Muu kaasasündinud hiline sümptomitega süüfilis;0;1;01.01.2011;;;Terviseamet;1;;;
A50.6;Kaasasündinud hiline latentne süüfilis;Kaasasündinud hiline latentne süüfilis;Kaasasündinud hiline latentne süüfilis;0;1;01.01.2011;;;Terviseamet;1;;;
A50.7;Kaasasündinud hiline täpsustamata süüfilis;Kaasasündinud hiline täpsustamata süüfilis;Kaasasündinud hiline täpsustamata süüfilis;0;1;01.01.2011;;;Terviseamet;1;;;
A50.9;Kaasasündinud täpsustamata süüfilis;Kaasasündinud täpsustamata süüfilis;Kaasasündinud täpsustamata süüfilis;0;1;01.01.2011;;;Terviseamet;1;;;
A51;Varane süüfilis;Varane süüfilis;Varane süüfilis;;0;01.01.2011;;;Terviseamet;1;;;
A51.0;Primaarne genitaalsüüfilis;Primaarne genitaalsüüfilis;Primaarne genitaalsüüfilis;0;1;01.01.2011;;;Terviseamet;1;;;
A51.1;Primaarne anaalsüüfilis;Primaarne anaalsüüfilis;Primaarne anaalsüüfilis;0;1;01.01.2011;;;Terviseamet;1;;;
A51.2;Muude paikmete primaarne süüfilis;Muude paikmete primaarne süüfilis;Muude paikmete primaarne süüfilis;0;1;01.01.2011;;;Terviseamet;1;;;
A51.3;Naha ja limaskestade sekundaarne süüfilis;Naha ja limaskestade sekundaarne süüfilis;Naha ja limaskestade sekundaarne süüfilis;0;1;01.01.2011;;;Terviseamet;1;;;
A51.4;Muu sekundaarne süüfilis;Muu sekundaarne süüfilis;Muu sekundaarne süüfilis;0;1;01.01.2011;;;Terviseamet;1;;;
A51.5;Varane peitsüüfilis;Varane peitsüüfilis;Varane peitsüüfilis;0;1;01.01.2011;;;Terviseamet;1;;;
A51.9;Varane täpsustamata süüfilis;Varane täpsustamata süüfilis;Varane täpsustamata süüfilis;0;1;01.01.2011;;;Terviseamet;1;;;
A52;Hiline süüfilis;Hiline süüfilis;Hiline süüfilis;;0;01.01.2011;;;Terviseamet;1;;;
A52.0;Kardiovaskulaarne süüfilis;Kardiovaskulaarne süüfilis;Kardiovaskulaarne süüfilis;0;1;01.01.2011;;;Terviseamet;1;;;
A52.1;Sümptomitega neurosüüfilis;Sümptomitega neurosüüfilis;Sümptomitega neurosüüfilis;0;1;01.01.2011;;;Terviseamet;1;;;
A52.2;Sümptomiteta neurosüüfilis;Sümptomiteta neurosüüfilis;Sümptomiteta neurosüüfilis;0;1;01.01.2011;;;Terviseamet;1;;;
A52.3;Täpsustamata neurosüüfilis;Täpsustamata neurosüüfilis;Täpsustamata neurosüüfilis;0;1;01.01.2011;;;Terviseamet;1;;;
A52.7;Muu sümptomitega hiline süüfilis;Muu sümptomitega hiline süüfilis;Muu sümptomitega hiline süüfilis;0;1;01.01.2011;;;Terviseamet;1;;;
A52.8;Hiline peitsüüfilis;Hiline peitsüüfilis;Hiline peitsüüfilis;0;1;01.01.2011;;;Terviseamet;1;;;
A52.9;Täpsustamata hiline süüfilis;Täpsustamata hiline süüfilis;Täpsustamata hiline süüfilis;0;1;01.01.2011;;;Terviseamet;1;;;
A53;Muu ja täpsustamata süüfilis;Muu ja täpsustamata süüfilis;Muu ja täpsustamata süüfilis;;0;01.01.2011;;;Terviseamet;1;;;
A53.0;Peitsüüfilis, täpsustamata, kas varane või hiline;Peitsüüfilis, täpsustamata, kas varane või hiline;Peitsüüfilis, täpsustamata, kas varane või hiline;0;1;01.01.2011;;;Terviseamet;1;;;
A53.9;Täpsustamata süüfilis;Täpsustamata süüfilis;Täpsustamata süüfilis;0;1;01.01.2011;;;Terviseamet;1;;;
A54;Gonokokknakkus;Gonokokknakkus;Gonokokknakkus;;0;01.01.2011;;;Terviseamet;1;;;
A54.0;Alumiste kuse-suguteede gonokokknakkus periuretraalsete või lisanäärmete abstsessita;Alumiste kuse-suguteede gonokokknakkus periuretraalsete või lisanäärmete abstsessita;Alumiste kuse-suguteede gonokokknakkus periuretraalsete või lisanäärmete abstsessita;0;1;01.01.2011;;;Terviseamet;1;;;
A54.1;Alumiste kuse-suguteede gonokokknakkus periuretraalsete või lisanäärmete abstsessiga;Alumiste kuse-suguteede gonokokknakkus periuretraalsete või lisanäärmete abstsessiga;Alumiste kuse-suguteede gonokokknakkus periuretraalsete või lisanäärmete abstsessiga;0;1;01.01.2011;;;Terviseamet;1;;;
A54.2;Gonokokkpelviperitoniit ja muud kuse-suguelundite gonokokknakkused;Gonokokkpelviperitoniit ja muud kuse-suguelundite gonokokknakkused;Gonokokkpelviperitoniit ja muud kuse-suguelundite gonokokknakkused;0;1;01.01.2011;;;Terviseamet;1;;;
A54.3;Silma gonokokknakkus;Silma gonokokknakkus;Silma gonokokknakkus;0;1;01.01.2011;;;Terviseamet;1;;;
A54.4;Lihasluukonna gonokokknakkus;Lihasluukonna gonokokknakkus;Lihasluukonna gonokokknakkus;0;1;01.01.2011;;;Terviseamet;1;;;
A54.5;Gonokokkfarüngiit;Gonokokkfarüngiit;Gonokokkfarüngiit;0;1;01.01.2011;;;Terviseamet;1;;;
A54.6;Päraku ja pärasoole gonokokknakkus;Päraku ja pärasoole gonokokknakkus;Päraku ja pärasoole gonokokknakkus;0;1;01.01.2011;;;Terviseamet;1;;;
A54.8;Muud gonokokknakkused;Muud gonokokknakkused;Muud gonokokknakkused;0;1;01.01.2011;;;Terviseamet;1;;;
A54.9;Täpsustamata gonokokknakkus;Täpsustamata gonokokknakkus;Täpsustamata gonokokknakkus;0;1;01.01.2011;;;Terviseamet;1;;;
A55;(Veneeriline) klamüüdialümfogranuloom;(Veneeriline) klamüüdialümfogranuloom;(Veneeriline) klamüüdialümfogranuloom;;0;01.01.2011;;;Terviseamet;1;;;
A56;Muud suguliselt levivad klamüüdiahaigused;Muud suguliselt levivad klamüüdiahaigused;Muud suguliselt levivad klamüüdiahaigused;;0;01.01.2011;;;Terviseamet;1;;;
A56.0;Alumiste kuse-suguteede klamüüdianakkus;Alumiste kuse-suguteede klamüüdianakkus;Alumiste kuse-suguteede klamüüdianakkus;0;1;01.01.2011;;;Terviseamet;1;;;
A56.1;Pelviperitoneumi ja muude kuse-suguelundite klamüüdianakkus;Pelviperitoneumi ja muude kuse-suguelundite klamüüdianakkus;Pelviperitoneumi ja muude kuse-suguelundite klamüüdianakkus;0;1;01.01.2011;;;Terviseamet;1;;;
A56.2;Täpsustamata kuse-suguteede klamüüdianakkus;Täpsustamata kuse-suguteede klamüüdianakkus;Täpsustamata kuse-suguteede klamüüdianakkus;0;1;01.01.2011;;;Terviseamet;1;;;
A56.3;Päraku ja pärasoole klamüüdianakkus;Päraku ja pärasoole klamüüdianakkus;Päraku ja pärasoole klamüüdianakkus;0;1;01.01.2011;;;Terviseamet;1;;;
A56.4;Neelu klamüüdianakkus;Neelu klamüüdianakkus;Neelu klamüüdianakkus;0;1;01.01.2011;;;Terviseamet;1;;;
A56.8;Muude paikmete suguliselt levinud klamüüdianakkus;Muude paikmete suguliselt levinud klamüüdianakkus;Muude paikmete suguliselt levinud klamüüdianakkus;0;1;01.01.2011;;;Terviseamet;1;;;
A60;Anogenitaalsed herpesviirusnakkused [herpes simplex];Anogenitaalsed herpesviirusnakkused [herpes simplex];Anogenitaalsed herpesviirusnakkused [herpes simplex];;0;01.01.2011;01.04.2013;;Terviseamet;0;;;
A60.0;Suguelundite ja urogenitaaltrakti herpesviirusnakkused;Suguelundite ja urogenitaaltrakti herpesviirusnakkused;Suguelundite ja urogenitaaltrakti herpesviirusnakkused;0;1;01.01.2011;01.04.2013;;Terviseamet;0;;;
A60.1;Pärakuümbruse naha ja pärasoole herpesviirusnakkus;Pärakuümbruse naha ja pärasoole herpesviirusnakkus;Pärakuümbruse naha ja pärasoole herpesviirusnakkus;0;1;01.01.2011;01.04.2013;;Terviseamet;0;;;
A60.9;Täpsustamata anogenitaalne herpesviirusnakkus;Täpsustamata anogenitaalne herpesviirusnakkus;Täpsustamata anogenitaalne herpesviirusnakkus;0;1;01.01.2011;01.04.2013;;Terviseamet;0;;;
A69.2;"Lyme'i tõbi; Borrelia burgdorferi tekkene krooniline ränderüteem";"Lyme'i tõbi; Borrelia burgdorferi tekkene krooniline ränderüteem";"Lyme'i tõbi; Borrelia burgdorferi tekkene krooniline ränderüteem";0;1;01.01.2011;;;Terviseamet;1;;;
A70;"Chlamydia psittaci nakkus; Ornitoos; Psittakoos; Papagoipalavik";Chlamydia psittaci nakkus (Ornitoos, Psittakoos, Papagoipalavik);Chlamydia psittaci nakkus (Ornitoos, Psittakoos, Papagoipalavik);;1;01.04.2013;;;Terviseamet;1;;;
A75;Tähniline tüüfus e täi- ja kirburiketsioos;Tähniline tüüfus e täi- ja kirburiketsioos;Tähniline tüüfus e täi- ja kirburiketsioos;;0;01.01.2011;;;Terviseamet;1;;;
A75.0;Rickettsia prowazekii tekkene epideemiline täilevitatav tähniline tüüfus;Rickettsia prowazekii tekkene epideemiline täilevitatav tähniline tüüfus;Rickettsia prowazekii tekkene epideemiline täilevitatav tähniline tüüfus;0;1;01.01.2011;;;Terviseamet;1;;;
A75.1;Taashalvenev tüüfus [Brilli tõbi];Taashalvenev tüüfus [Brilli tõbi];Taashalvenev tüüfus [Brilli tõbi];0;1;01.01.2011;;;Terviseamet;1;;;
A75.2;Rickettsia typhi tekkene tähniline tüüfus;Rickettsia typhi tekkene tähniline tüüfus;Rickettsia typhi tekkene tähniline tüüfus;0;1;01.01.2011;;;Terviseamet;1;;;
A75.3;Rickettsia tsutsugamushi tekkene tähniline tüüfus;Rickettsia tsutsugamushi tekkene tähniline tüüfus;Rickettsia tsutsugamushi tekkene tähniline tüüfus;0;1;01.01.2011;;;Terviseamet;1;;;
A75.9;Täpsustamata tähniline tüüfus;Täpsustamata tähniline tüüfus;Täpsustamata tähniline tüüfus;0;1;01.01.2011;;;Terviseamet;1;;;
A78;Q-palavik;Q-palavik;Q-palavik;;0;01.01.2011;;;Terviseamet;1;;;
A79.8;"Muud täpsustatud riketsioosid; Ehrlichia sennetsu tekkene riketsioos";"Muud täpsustatud riketsioosid; Ehrlichia sennetsu tekkene riketsioos";"Muud täpsustatud riketsioosid; Ehrlichia sennetsu tekkene riketsioos";0;1;01.04.2013;;;Terviseamet;1;;;
A80;Äge poliomüeliit;Äge poliomüeliit;Äge poliomüeliit;;0;01.01.2011;;;Terviseamet;1;;;
A80.0;Vaktsineerimisega seotud äge paralüütiline poliomüeliit;Vaktsineerimisega seotud äge paralüütiline poliomüeliit;Vaktsineerimisega seotud äge paralüütiline poliomüeliit;0;1;01.01.2011;;;Terviseamet;1;;;
A80.1;Äge paralüütiline poliomüeliit, sisseveetud metsik viirus;Äge paralüütiline poliomüeliit, sisseveetud metsik viirus;Äge paralüütiline poliomüeliit, sisseveetud metsik viirus;0;1;01.01.2011;;;Terviseamet;1;;;
A80.2;Äge paralüütiline poliomüeliit, kodumaine metsik viirus;Äge paralüütiline poliomüeliit, kodumaine metsik viirus;Äge paralüütiline poliomüeliit, kodumaine metsik viirus;0;1;01.01.2011;;;Terviseamet;1;;;
A80.3;Muu ja täpsustamata äge paralüütiline poliomüeliit;Muu ja täpsustamata äge paralüütiline poliomüeliit;Muu ja täpsustamata äge paralüütiline poliomüeliit;0;1;01.01.2011;;;Terviseamet;1;;;
A80.4;Äge mitteparalüütiline poliomüeliit;Äge mitteparalüütiline poliomüeliit;Äge mitteparalüütiline poliomüeliit;0;1;01.01.2011;;;Terviseamet;1;;;
A80.9;Täpsustamata äge poliomüeliit;Täpsustamata äge poliomüeliit;Täpsustamata äge poliomüeliit;0;1;01.01.2011;;;Terviseamet;1;;;
A81.0;"Creutzfeldti-Jakobi tõbi; Alaäge käsnjas e subakuutne spongiformne entsefalopaatia";"Creutzfeldti-Jakobi tõbi; Alaäge käsnjas e subakuutne spongiformne entsefalopaatia";"Creutzfeldti-Jakobi tõbi; Alaäge käsnjas e subakuutne spongiformne entsefalopaatia";0;1;01.01.2011;;;Terviseamet;1;;;
A82;Marutõbi;Marutõbi;Marutõbi;;0;01.01.2011;;;Terviseamet;1;;;
A82.0;Metsamarutõbi;Metsamarutõbi;Metsamarutõbi;0;1;01.01.2011;;;Terviseamet;1;;;
A82.1;Asulamarutõbi;Asulamarutõbi;Asulamarutõbi;0;1;01.01.2011;;;Terviseamet;1;;;
A82.9;Täpsustamata marutõbi;Täpsustamata marutõbi;Täpsustamata marutõbi;0;1;01.01.2011;;;Terviseamet;1;;;
A84;Puukentsefaliidid (viirusentsefaliidid);Puukentsefaliidid (viirusentsefaliidid);Puukentsefaliidid (viirusentsefaliidid);;0;01.01.2011;;;Terviseamet;1;;;
A84.0;Kaug-Ida puukentsefaliit [Vene kevad-suvine entsefaliit];Kaug-Ida puukentsefaliit [Vene kevad-suvine entsefaliit];Kaug-Ida puukentsefaliit [Vene kevad-suvine entsefaliit];0;1;01.01.2011;;;Terviseamet;1;;;
A84.1;Kesk-Euroopa puukentsefaliit;Kesk-Euroopa puukentsefaliit;Kesk-Euroopa puukentsefaliit;0;1;01.01.2011;;;Terviseamet;1;;;
A84.8;Muu puukentsefaliit;Muu puukentsefaliit;Muu puukentsefaliit;0;1;01.01.2011;;;Terviseamet;1;;;
A84.9;Täpsustamata puukentsefaliit;Täpsustamata puukentsefaliit;Täpsustamata puukentsefaliit;0;1;01.01.2011;;;Terviseamet;1;;;
A85;Mujal klassifitseerimata muud viirusentsefaliidid;Mujal klassifitseerimata muud viirusentsefaliidid;Mujal klassifitseerimata muud viirusentsefaliidid;;0;01.01.2011;;;Terviseamet;1;;;
A85.0;Enteroviirusentsefaliit;Enteroviirusentsefaliit;Enteroviirusentsefaliit;0;1;01.01.2011;;;Terviseamet;1;;;
A85.1;Adenoviirusentsefaliit;Adenoviirusentsefaliit;Adenoviirusentsefaliit;0;1;01.01.2011;;;Terviseamet;1;;;
A85.2;Täpsustamata lülijalgselevitatav viirusentsefaliit;Täpsustamata lülijalgselevitatav viirusentsefaliit;Täpsustamata lülijalgselevitatav viirusentsefaliit;0;1;01.01.2011;;;Terviseamet;1;;;
A85.8;Muu täpsustatud viirusentsefaliit;Muu täpsustatud viirusentsefaliit;Muu täpsustatud viirusentsefaliit;0;1;01.01.2011;;;Terviseamet;1;;;
A87;Viirusmeningiidid;Viirusmeningiidid;Viirusmeningiidid;;0;01.01.2011;;;Terviseamet;1;;;
A87.0;Enteroviirusmeningiit;Enteroviirusmeningiit;Enteroviirusmeningiit;0;1;01.01.2011;;;Terviseamet;1;;;
A87.1;Adenoviirusmeningiit;Adenoviirusmeningiit;Adenoviirusmeningiit;0;1;01.01.2011;;;Terviseamet;1;;;
A87.2;Lümfotsüütkoriomeningiit;Lümfotsüütkoriomeningiit;Lümfotsüütkoriomeningiit;0;1;01.01.2011;;;Terviseamet;1;;;
A87.8;Muu viirusmeningiit;Muu viirusmeningiit;Muu viirusmeningiit;0;1;01.01.2011;;;Terviseamet;1;;;
A87.9;Täpsustamata viirusmeningiit;Täpsustamata viirusmeningiit;Täpsustamata viirusmeningiit;0;1;01.01.2011;;;Terviseamet;1;;;
A90;Klassikaline dengue e seitsmendapäevitine palavik;Klassikaline dengue e seitsmendapäevitine palavik;Klassikaline dengue e seitsmendapäevitine palavik;;1;01.01.2011;;;Terviseamet;1;;;
A91;Hemorraagiline dengue palavik;Hemorraagiline dengue palavik;Hemorraagiline dengue palavik;;0;01.01.2011;;;Terviseamet;1;;;
A92;Sääselevitatavad muud viiruspalavikud;Sääselevitatavad muud viiruspalavikud;Sääselevitatavad muud viiruspalavikud;;0;01.01.2011;;;Terviseamet;1;;;
A92.0;Chikungunya viirushaigus;Chikungunya viirushaigus;Chikungunya viirushaigus;0;1;01.01.2011;;;Terviseamet;1;;;
A92.1;O'nyong-nyong palavik;O'nyong-nyong palavik;O'nyong-nyong palavik;0;1;01.01.2011;;;Terviseamet;1;;;
A92.2;Venetsueela hobusepalavik;Venetsueela hobusepalavik;Venetsueela hobusepalavik;0;1;01.01.2011;;;Terviseamet;1;;;
A92.3;Lääne-Niiluse palavik;Lääne-Niiluse palavik;Lääne-Niiluse palavik;0;1;01.01.2011;;;Terviseamet;1;;;
A92.4;Rift Valley palavik;Rift Valley palavik;Rift Valley palavik;0;1;01.01.2011;;;Terviseamet;1;;;
A92.8;Muud täpsustatud sääselevitatavad viiruspalavikud;Muud täpsustatud sääselevitatavad viiruspalavikud;Muud täpsustatud sääselevitatavad viiruspalavikud;0;1;01.01.2011;;;Terviseamet;1;;;
A92.9;Täpsustamata sääselevitatav viiruspalavik;Täpsustamata sääselevitatav viiruspalavik;Täpsustamata sääselevitatav viiruspalavik;0;1;01.01.2011;;;Terviseamet;1;;;
A93;Lülijalgselevitatavad mujal klassifitseerimata muud viiruspalavikud;Lülijalgselevitatavad mujal klassifitseerimata muud viiruspalavikud;Lülijalgselevitatavad mujal klassifitseerimata muud viiruspalavikud;;0;01.01.2011;;;Terviseamet;1;;;
A93.0;Oropouche viirushaigus;Oropouche viirushaigus;Oropouche viirushaigus;0;1;01.01.2011;;;Terviseamet;1;;;
A93.1;Liivakärbsepalavik;Liivakärbsepalavik;Liivakärbsepalavik;0;1;01.01.2011;;;Terviseamet;1;;;
A93.2;Koloraado puugilevitatav palavik;Koloraado puugilevitatav palavik;Koloraado puugilevitatav palavik;0;1;01.01.2011;;;Terviseamet;1;;;
A93.8;Muud täpsustatud lülijalgselevitatavad viiruspalavikud;Muud täpsustatud lülijalgselevitatavad viiruspalavikud;Muud täpsustatud lülijalgselevitatavad viiruspalavikud;0;1;01.01.2011;;;Terviseamet;1;;;
A94;Lülijalgselevitatav täpsustamata viiruspalavik;Lülijalgselevitatav täpsustamata viiruspalavik;Lülijalgselevitatav täpsustamata viiruspalavik;;0;01.01.2011;;;Terviseamet;1;;;
A95;Kollapalavik;Kollapalavik;Kollapalavik;;0;01.01.2011;;;Terviseamet;1;;;
A95.0;Metsakollapalavik;Metsakollapalavik;Metsakollapalavik;0;1;01.01.2011;;;Terviseamet;1;;;
A95.1;Asulakollapalavik;Asulakollapalavik;Asulakollapalavik;0;1;01.01.2011;;;Terviseamet;1;;;
A95.9;Täpsustamata kollapalavik;Täpsustamata kollapalavik;Täpsustamata kollapalavik;0;1;01.01.2011;;;Terviseamet;1;;;
A96;Hemorraagiline areenaviiruspalavik;Hemorraagiline areenaviiruspalavik;Hemorraagiline areenaviiruspalavik;;0;01.01.2011;;;Terviseamet;1;;;
A96.0;Junini hemorraagiline palavik;Junini hemorraagiline palavik;Junini hemorraagiline palavik;0;1;01.01.2011;;;Terviseamet;1;;;
A96.1;Machupo hemorraagiline palavik;Machupo hemorraagiline palavik;Machupo hemorraagiline palavik;0;1;01.01.2011;;;Terviseamet;1;;;
A96.2;Lassa palavik;Lassa palavik;Lassa palavik;0;1;01.01.2011;;;Terviseamet;1;;;
A96.8;Muud hemorraagilised areenaviiruspalavikud;Muud hemorraagilised areenaviiruspalavikud;Muud hemorraagilised areenaviiruspalavikud;0;1;01.01.2011;;;Terviseamet;1;;;
A96.9;Täpsustamata hemorraagiline areenaviiruspalavik;Täpsustamata hemorraagiline areenaviiruspalavik;Täpsustamata hemorraagiline areenaviiruspalavik;0;1;01.01.2011;;;Terviseamet;1;;;
A98;Mujal klassifitseerimata muud hemorraagilised viiruspalavikud;Mujal klassifitseerimata muud hemorraagilised viiruspalavikud;Mujal klassifitseerimata muud hemorraagilised viiruspalavikud;;1;01.01.2011;;;Terviseamet;1;;;
A98.0;Krimmi-Kongo hemorraagiline palavik;Krimmi-Kongo hemorraagiline palavik;Krimmi-Kongo hemorraagiline palavik;0;1;01.01.2011;;;Terviseamet;1;;;
A98.1;Omski hemorraagiline palavik;Omski hemorraagiline palavik;Omski hemorraagiline palavik;0;1;01.01.2011;;;Terviseamet;1;;;
A98.2;Kyasanur Forest'i haigus;Kyasanur Forest'i haigus;Kyasanur Forest'i haigus;0;1;01.01.2011;;;Terviseamet;1;;;
A98.3;Marburgi viirushaigus;Marburgi viirushaigus;Marburgi viirushaigus;0;1;01.01.2011;;;Terviseamet;1;;;
